Time (us),Value
0.00010982398239823983,-6.180728762796761e-05
0.00010983738373837384,-6.176796533009896e-05
0.00010985078507850786,-6.172858936380312e-05
0.00010986418641864187,-6.168915980054172e-05
0.00010987758775877589,-6.16496767119966e-05
0.00010989098909890989,-6.161014017006973e-05
0.00010990439043904391,-6.157055024688245e-05
0.00010991779177917792,-6.153090701477534e-05
0.00010993119311931194,-6.149121054630742e-05
0.00010994459445944595,-6.14514609142561e-05
0.00010995799579957997,-6.141165819161632e-05
0.00010997139713971397,-6.137180245160052e-05
0.00010998479847984799,-6.133189376763782e-05
0.000109998199819982,-6.12919322133739e-05
0.00011001160116011602,-6.125191786267025e-05
0.00011002500250025003,-6.121185078960406e-05
0.00011003840384038405,-6.117173106846742e-05
0.00011005180518051805,-6.113155877376717e-05
0.00011006520652065207,-6.109133398022427e-05
0.00011007860786078608,-6.105105676277353e-05
0.0001100920092009201,-6.1010727196562875e-05
0.0001101054105410541,-6.0970345356953295e-05
0.00011011881188118812,-6.0929911319518e-05
0.00011013221322132213,-6.0889425160042364e-05
0.00011014561456145615,-6.084888695452306e-05
0.00011015901590159016,-6.0808296779168065e-05
0.00011017241724172418,-6.076765471039579e-05
0.00011018581858185818,-6.072696082483502e-05
0.0001101992199219922,-6.0686215199324094e-05
0.00011021262126212621,-6.064541791091085e-05
0.00011022602260226023,-6.060456903685181e-05
0.00011023942394239424,-6.056366865461205e-05
0.00011025282528252826,-6.052271684186448e-05
0.00011026622662266226,-6.048171367648968e-05
0.00011027962796279628,-6.044065923657517e-05
0.00011029302930293029,-6.0399553600415234e-05
0.00011030643064306431,-6.0358396846510217e-05
