Time (us),Value
0.00013685368536853684,-6.3911e-05
0.00013687368736873686,-6.3911e-05
0.00013689368936893687,-6.3911e-05
0.00013691369136913692,-6.3911e-05
0.00013693369336933693,-6.3911e-05
0.00013695369536953695,-6.3911e-05
0.00013697369736973697,-6.3911e-05
0.00013699369936993698,-6.3911e-05
0.000137013701370137,-6.3911e-05
0.00013703370337033702,-6.3911e-05
0.00013705370537053704,-6.3911e-05
0.00013707370737073705,-6.3911e-05
0.0001370937093709371,-6.3911e-05
0.0001371137113711371,-6.3911e-05
0.00013713371337133713,-6.3911e-05
0.00013715371537153715,-6.3911e-05
0.00013717371737173716,-6.3911e-05
0.00013719371937193718,-6.3911e-05
0.0001372137213721372,-6.3911e-05
0.00013723372337233721,-6.3911e-05
0.00013725372537253723,-6.3911e-05
0.00013727372737273728,-6.3911e-05
0.0001372937293729373,-6.3911e-05
0.0001373137313731373,-6.3911e-05
0.00013733373337333733,-6.3911e-05
0.00013735373537353734,-6.3911e-05
0.00013737373737373736,-6.3911e-05
0.00013739373937393738,-6.3911e-05
0.0001374137413741374,-6.3911e-05
0.0001374337433743374,-6.3911e-05
0.00013745374537453746,-6.3911e-05
0.00013747374737473747,-6.3911e-05
0.0001374937493749375,-6.3911e-05
0.0001375137513751375,-6.3911e-05
0.00013753375337533752,-6.3911e-05
0.00013755375537553754,-6.3911e-05
0.00013757375737573756,-6.3911e-05
0.00013759375937593757,-6.3911e-05
0.0001376137613761376,-6.3911e-05
0.00013763376337633764,-6.3911e-05
0.00013765376537653765,-6.3911e-05
0.00013767376737673767,-6.3911e-05
0.00013769376937693769,-6.3911e-05
0.0001377137713771377,-6.3911e-05
0.00013773377337733772,-6.3911e-05
0.00013775377537753774,-6.3911e-05
0.00013777377737773775,-6.3911e-05
0.0001377937793779378,-6.3911e-05
0.00013781378137813781,-6.3911e-05
0.00013783378337833783,-6.3911e-05
0.00013785378537853785,-6.3911e-05
0.00013787378737873787,-6.3911e-05
0.00013789378937893788,-6.3911e-05
0.0001379137913791379,-6.3911e-05
0.00013793379337933792,-6.3911e-05
0.00013795379537953793,-6.3911e-05
0.00013797379737973798,-6.3911e-05
0.000137993799379938,-6.3911e-05
0.000138013801380138,-6.3911e-05
0.00013803380338033803,-6.3911e-05
0.00013805380538053805,-6.3911e-05
0.00013807380738073806,-6.3911e-05
0.00013809380938093808,-6.3911e-05
0.0001381138113811381,-6.3911e-05
0.0001381338133813381,-6.3911e-05
0.00013815381538153816,-6.3911e-05
0.00013817381738173817,-6.3911e-05
0.0001381938193819382,-6.3911e-05
0.0001382138213821382,-6.3911e-05
0.00013823382338233823,-6.3911e-05
0.00013825382538253824,-6.3911e-05
0.00013827382738273826,-6.3911e-05
0.00013829382938293828,-6.3911e-05
0.0001383138313831383,-6.3911e-05
0.00013833383338333834,-6.3911e-05
0.00013835383538353835,-6.3911e-05
0.00013837383738373837,-6.3911e-05
0.0001383938393839384,-6.3911e-05
0.0001384138413841384,-6.3911e-05
0.00013843384338433842,-6.3911e-05
0.00013845384538453844,-6.3911e-05
0.00013847384738473846,-6.3911e-05
0.00013849384938493847,-6.3911e-05
0.00013851385138513852,-6.3911e-05
0.00013853385338533853,-6.3911e-05
0.00013855385538553855,-6.3911e-05
0.00013857385738573857,-6.3911e-05
0.00013859385938593858,-6.3911e-05
0.0001386138613861386,-6.3911e-05
0.00013863386338633862,-6.3911e-05
0.00013865386538653864,-6.3911e-05
0.00013867386738673865,-6.3911e-05
0.0001386938693869387,-6.3911e-05
0.0001387138713871387,-6.3911e-05
0.00013873387338733873,-6.3911e-05
0.00013875387538753875,-6.3911e-05
0.00013877387738773876,-6.3911e-05
0.00013879387938793878,-6.3911e-05
0.0001388138813881388,-6.3911e-05
0.00013883388338833882,-6.3911e-05
0.00013885388538853883,-6.3911e-05
0.00013887388738873888,-6.3911e-05
0.0001388938893889389,-6.3911e-05
0.0001389138913891389,-6.3911e-05
0.00013893389338933893,-6.3911e-05
0.00013895389538953894,-6.3911e-05
0.00013897389738973896,-6.3911e-05
0.00013899389938993898,-6.3911e-05
0.000139013901390139,-6.3911e-05
0.000139033903390339,-6.3911e-05
0.00013905390539053906,-6.3911e-05
0.00013907390739073907,-6.3911e-05
0.0001390939093909391,-6.3911e-05
0.0001391139113911391,-6.3911e-05
0.00013913391339133912,-6.3911e-05
0.00013915391539153914,-6.3911e-05
0.00013917391739173916,-6.3911e-05
0.00013919391939193917,-6.3911e-05
0.0001392139213921392,-6.3911e-05
0.00013923392339233924,-6.3911e-05
0.00013925392539253925,-6.3911e-05
0.00013927392739273927,-6.3911e-05
0.00013929392939293929,-6.3911e-05
0.0001393139313931393,-6.3911e-05
0.00013933393339333932,-6.3911e-05
0.00013935393539353934,-6.3911e-05
0.00013937393739373935,-6.3911e-05
0.0001393939393939394,-6.3911e-05
0.00013941394139413942,-6.3911e-05
